word,creole_word,creole name
convey,tansmèt,Haitian
convict,n kondane,Haitian
convince,konvenk,Haitian
cook (male),n kizinye,Haitian
cook (female),n kizinyè,Haitian
cool,frèt,Haitian
cop,jandam,Haitian
cope,"debouye, abitye",Haitian
copper,kuiv,Haitian
copy,v kopye,Haitian
cord,n kòd,Haitian
cork,n bouchon lyèj,Haitian
corn,mayi,Haitian
corner,n kwen,Haitian
cornflower,flè mayi,Haitian
corpse,kadav,Haitian
correct,adj kòrèk,Haitian
correspond,"koresponn, ekri",Haitian
corrode,rouye,Haitian
corrupt,"còronp, visle",Haitian
cost,v koute,Haitian
cotton,koton,Haitian
couch,kanape,Haitian
cough,n tous,Haitian
council,konsèy,Haitian
count,n dekont,Haitian
country (nation),peyi,Haitian
county,depatman,Haitian
couple,"n koup, pè",Haitian
courage,kouraj,Haitian
course,n kous,Haitian
of course,men wi,Haitian
court,"tribinal, lakou",Haitian
courteous,koutwa,Haitian
cousin (male),kouzen,Haitian
cousin (female),kouzin,Haitian
couvenant,"n ak1o, konvansyon",Haitian
cover,"n kouvèti, proteksyon",Haitian
cow,"bèf, vach",Haitian
coward,kapon,Haitian
crack,"n krak, fant",Haitian
cradle,bèso,Haitian
crafty,"adj rize, abil",Haitian
cram,"v noure, bachote",Haitian
crash,n fraka,Haitian
crawl,ranpe,Haitian
crayfish,kribich,Haitian
crazy,fou,Haitian
creak,v krake,Haitian
cream,krèm,Haitian
Crease,pli,Haitian
create,kreye,Haitian
creature,"kreyati, kretyen",Haitian
credit,n kredi,Haitian
creed,kredo,Haitian
creek,rivyè,Haitian
creep,"v ranpe, glise",Haitian
Creole,adj kreyòl,Haitian
crew,ekip,Haitian
crime,krim,Haitian
cripple,v estropye,Haitian
crook,vòlè,Haitian
crop,rekòlt,Haitian
cross,kwa,Haitian
crow,kònèy,Haitian
crucify,v krisifye,Haitian
crude,"adj kri, grosye",Haitian
cruel,"kyiyèl, mechan",Haitian
cruise,kwazyè,Haitian
crumb,"krout, myèt",Haitian
crush,v kraze,Haitian
crust,krout,Haitian
cry,v kriye,Haitian
Cuba,Kiba,Haitian
cult,kilt,Haitian
culture,"kilti, koutcha",Haitian
cunning,malen,Haitian
cup,gode,Haitian
curd,lètkaye,Haitian
cure,v swanye cure,Haitian
curious,kirye,Haitian
currency,lajan,Haitian
current,adj kouran,Haitian
curse,n malediksyon,Haitian
curtain,rido,Haitian
curve,koub,Haitian
cushion,kousen,Haitian
custody,suveyans,Haitian
cut,v koupe,Haitian
a massive fortress erected by king Henry Chritsophe,citadel,Haitian
look for,chache,Haitian
grapefruit,chadèk,Haitian
regret n,chagren,Haitian
load,chaj (chaje),Haitian
every,chak,Haitian
everyday,chak jou,Haitian
every time,chak fwa,Haitian
heat,chalè,Haitian
straw,chalimo,Haitian
appeal (legal),cham,Haitian
sweater,chanday,Haitian
switch,chanje (pase),Haitian
shift,chanje,Haitian
mushroom,chanpiyon (djondjon),Haitian
shampoo,chanpou,Haitian
sing,chante,Haitian
carpenter,chapantye,Haitian
escape,chape (pati),Haitian
survive,chape,Haitian
bead,chaplèt,Haitian
hat,chapo,Haitian
reek,charony,Haitian
flush,chase (vide),Haitian
evict,chase,Haitian
hunter,chasè,Haitian
flesh,chè,Haitian
search,chèche,Haitian
sheriff,chèfseksyon,Haitian
money order,chèk sètifye,Haitian
warrant,chèk,Haitian
vain,chèlbè,Haitian
road,"chemen, rout",Haitian
short cut,chemen kout,Haitian
path,chemen,Haitian
shirt long-sleeved,chemiz manch-long,Haitian
shirt,chemiz,Haitian
dog,chen,Haitian
darling,cheri,Haitian
nun,chèsè,Haitian
horse,cheval,Haitian
hair,cheve,Haitian
number,chif (nimewo),Haitian
gum,chiklèt (v gonmen),Haitian
Chinese,Chinwa,Haitian
dodge (quick turn),chiray,Haitian
washed-up,chire,Haitian
nack,chire (rache),Haitian
surgeon,chirijyen,Haitian
seat,chita,Haitian
fit (fits well),chita bien,Haitian
hot,cho,Haitian
scald,chode,Haitian
drive,chofè,Haitian
taxi(cab) driver,chofè taksi,Haitian
"driver, conductor",chofè (kondiktè),Haitian
bus driver,chofè otobis,Haitian
shock,chòk (choke),Haitian
bump,chòk (kou),Haitian
"blow - shock, bump, impact: trauma",chòk,Haitian
heat rash, athletes's foot,Haitian
unemployment,chomaj,Haitian
socks,chosèt,Haitian
short,chòt (nout kanson),Haitian
sauserkraut,chou nan vinèg,Haitian
woman's genitals,chouchoun,Haitian
stump (tree or human limb),chouk,Haitian
rumor,chuichui,Haitian
cauliflower,chouflè,Haitian
kick,choute,Haitian
bald,chòv,Haitian
bat,chòvsourit,Haitian
elect,chawzi,Haitian
( sounds like the da in daily )dabble,babote,Haitian
daddy,papa,Haitian
daft,"idyo, bèt",Haitian
daily,toulejou,Haitian
dally,lanbinen,Haitian
dam,n baraj,Haitian
damage,n domaj,Haitian
damn,v modi,Haitian
damp,"mouye, mwat",Haitian
dance,n dans,Haitian
danger,danje,Haitian
dare,"v defye, bay gabèl",Haitian
dark,"fonse, nwa",Haitian
darn,v reprize,Haitian
dart,"n flèch, javlo",Haitian
dash,v detale,Haitian
data,"done, eleman",Haitian
date,dat,Haitian
daughter,"pitit fi, tifi",Haitian
daunt,"v dekouraje, entimide",Haitian
dawdle,"lanbinen, ranse",Haitian
day,"jou, jounen",Haitian
dead,"mouri, mò",Haitian
deadlock,enpas,Haitian
deaf,soud,Haitian
deal,"v distribye, bay",Haitian
dearth,"grangou, famin",Haitian
death,lanmò,Haitian
debate,"debat, diskite",Haitian
debauch,debòch,Haitian
debt,dèt,Haitian
decay,"v pouri, dekonpoze",Haitian
deceive,"desevwa, bay koutba",Haitian
December,desanm,Haitian
decentralize,desantralize,Haitian
deception,desepsyon,Haitian
decide,deside,Haitian
decision,desizyon,Haitian
deck,"platfòm, pon",Haitian
declare,deklare,Haitian
decline,"refize, bese",Haitian
decorate,dekore,Haitian
decoy,payas,Haitian
decrease,diminye,Haitian
decree,dekrè,Haitian
deep,fon,Haitian
de facto,defakto,Haitian
default,defo,Haitian
defeat,"v bat, venk",Haitian
defect,defo fabrik,Haitian
defense,defans,Haitian
defer,ranvwaye,Haitian
definite,definitif,Haitian
deft,ajil,Haitian
defy,"defye, pini",Haitian
degree,"degre, grad, diplòm",Haitian
delay,retade,Haitian
delegate,delege,Haitian
delete,efase,Haitian
deliberate,adj esprè,Haitian
delicate,delika,Haitian
delight,plezi,Haitian
delirious,"delala, fou",Haitian
deliver,delivre,Haitian
delve,fouye,Haitian
demand,n demann,Haitian
democracy,demokrasi,Haitian
democratic,demokratik,Haitian
demolish,demoli,Haitian
dense,epè,Haitian
deny,renye,Haitian
depart,pati,Haitian
depend,depann,Haitian
depict,"dekri, demontre",Haitian
deport,depòte,Haitian
depose,dechoke,Haitian
deposit,n depo,Haitian
depot,depo,Haitian
deprave,detounen,Haitian
depress,peze,Haitian
depth,pwofondè,Haitian
descend,desann,Haitian
describe,dekri,Haitian
desert,dezè,Haitian
deserve,merite,Haitian
design,n desen,Haitian
despair,dezespere,Haitian
dessert,desè,Haitian
destiny,destine,Haitian
destroy,"detwi, kraze",Haitian
detach,detache,Haitian
detail,detay,Haitian
detect,detekte,Haitian
detest,"deteste, rayi",Haitian
detour,detou,Haitian
devastate,devaste,Haitian
develop,v. develope,Haitian
development,developman,Haitian
device,enstriman,Haitian
devil,"demon, diab",Haitian
to the devil,o diab,Haitian
devout,devwe,Haitian
dew,larouze,Haitian
diary,jounal pèsonèl,Haitian
dictionary,diksyonè,Haitian
die,mouri,Haitian
differ,pa dakò,Haitian
different,diferan,Haitian
difficult,difisil,Haitian
difficulty,difikilte,Haitian
digest,n ekstrè,Haitian
dignity,diyite,Haitian
diligent,debouya,Haitian
dilute,delye,Haitian
dim,pal,Haitian
dinner,dine,Haitian
dip,plonje,Haitian
direct,adj dirèk,Haitian
direction,direksyon,Haitian
director,direktè,Haitian
dirt,"kras, pousyè, salte",Haitian
dirty,sal,Haitian
diagreeable,dezagreyab,Haitian
disappear,v disparèt,Haitian
disappoint,desevwa,Haitian
disapprove,dezaprouve,Haitian
disarray,tètchaje,Haitian
disaster,dezas,Haitian
disburse,debouse,Haitian
discern,"dekouvri, disène",Haitian
discharge,vide,Haitian
discipline,disiplin,Haitian
discontent,mekontantman,Haitian
discord,dezakò,Haitian
discourage,dekouraje,Haitian
discover,dekouvri,Haitian
discredit,v. diskredite,Haitian
discrete,disrè,Haitian
discretion,diskresyon,Haitian
discuss,diskite,Haitian
disdain,deden,Haitian
disease,maladi,Haitian
disgrace,"dezonè, wont",Haitian
to disguise,degize,Haitian
disguise,digizmann,Haitian
disgust,degou,Haitian
dismiss,"lage, ranvwaye",Haitian
disorder,dezòd,Haitian
disown,deposede,Haitian
dispensary,dispansè,Haitian
display,v etale,Haitian
disqualify,diskalifye,Haitian
dissipate,gaye,Haitian
distance,distans,Haitian
distinct,"disten , klè",Haitian
distinguish,distenge,Haitian
distort,defòme,Haitian
distract,distrè,Haitian
distribute,distribye,Haitian
district,deranje,Haitian
ditch,"ravin, twou",Haitian
diver,dayiva,Haitian
diverse,divès,Haitian
divide,divize,Haitian
divorce,divòs,Haitian
dizzy,gen vètij,Haitian
do,"fè, fabrike",Haitian
document,dokiman,Haitian
doll,poupe,Haitian
dollar,dola,Haitian
dolphin,dofin,Haitian
domestic,adj peyi,Haitian
Dominican Republic,Dominikani,Haitian
donkey,bourik,Haitian
doom,fayit,Haitian
door,pòt,Haitian
dormitory,dòtwa,Haitian
dot,"pwen, tach",Haitian
double,adj doub,Haitian
doubt,n dout,Haitian
dough,pat farin,Haitian
dove,pijon,Haitian
downtown,lavil,Haitian
drag,trennen,Haitian
drain,egou,Haitian
draw,rale,Haitian
drawback,dezavantaj,Haitian
draw near,pròche,Haitian
dream,rèv,Haitian
dreary,"tris, sonm",Haitian
dress,n ròb,Haitian
dressed,abyè,Haitian
drift,flote,Haitian
drill,n dril,Haitian
drip,degoute,Haitian
driver,"chofè, kondiktè",Haitian
drizzle,v farinen,Haitian
drop,n gout,Haitian
drought,sechrès,Haitian
drown,nwaye,Haitian
drug,dròg,Haitian
drum,droum,Haitian
drunk,sou,Haitian
duck,kanna,Haitian
dumb,"adj enbesil, gaga",Haitian
dump,n pil fatra,Haitian
dune,pilsab,Haitian
dung,fimye,Haitian
during,pandan,Haitian
dusk,labrin,Haitian
dust,pousyè,Haitian
duty,"dwa, taks",Haitian
dwarf,tinen,Haitian
dwelling,kay,Haitian
dye,"v kolore,d ",Haitian
of (used very sparingly),d,Haitian
first of all,dabò,Haitian
gutter,dal,Haitian
mold (for pouring cement),dal planche,Haitian
queen (in cards or chess),dam,Haitian
to win,damen,Haitian
demijohn,damjann,Haitian
love (each other),damou,Haitian
in love with,damou pou,Haitian
checkers (game),"  damye (dam, danm) ",Haitian
fang,dan,Haitian
produce,danre (legim),Haitian
goods,danre,Haitian
ravish,dapiyan (vyole),Haitian
besides,dayè,Haitian
you're welcome,de ryen,Haitian
some (pl article),de,Haitian
rid,debarase,Haitian
overflow,debòde (desann),Haitian
manage,debouye,Haitian
jag,dechikte,Haitian
tear,dechire,Haitian
lapse,"defayans (erè, (v. perime)",Haitian
undo,defè,Haitian
twice,defwa,Haitian
get along,degaje (kenbe),Haitian
nasty,"  degoutan (dezagreyab, malpwòp) ",Haitian
lousy,degoutan,Haitian
ritual,degre,Haitian
breakfast,dejne,Haitian
wane,dekadans,Haitian
free,delibere,Haitian
walk,demach,Haitian
request,demand,Haitian
itch,"demanjezon (gratèl, (v. grate)",Haitian
demand n,demann,Haitian
belie,demanti,Haitian
raze,demantle,Haitian
tomorrow,demen,Haitian
half,demi (mwatye),Haitian
obsolete,demode,Haitian
last,dènye,Haitian
rely,depann sou (gen konfyans),Haitian
expense,depans (frè),Haitian
spend,depanse,Haitian
exceed,"  depase (eksede, in briye) ",Haitian
telegram,depèch,Haitian
move something,deplase,Haitian
pluck,"  deplimen (rache, keyi) ",Haitian
put,"  depoze (sere, foure, etenn) ",Haitian
molest,deranje (moleste),Haitian
upset,deranje (trouble),Haitian
get started,derape,Haitian
spare,derechany,Haitian
baffle,deroute,Haitian
verdict,desizyon (jijman),Haitian
relax,detann,Haitian
bang,detonasyon,Haitian
ransack,devalize,Haitian
 forward,devan,Haitian
backwards,devan-dèyè,Haitian
ravage,devaste (ravaje),Haitian
spill,devide,Haitian
guess,devine,Haitian
puzzle,devinèt (problèm),Haitian
riddle,devinèt,Haitian
homework,devwa,Haitian
reveal,devwale (gaye),Haitian
bypass,devyasyon,Haitian
buttocks,dèyè (bounda),Haitian
behind,dèyè,Haitian
exterior,deyò (eksteryè),Haitian
illegitimate,deyò,Haitian
bathrobe,dezabiye (moumou),Haitian
violate,dezobeyi,Haitian
shame,dezonè,Haitian
bewilder,dezoryante,Haitian
used,dezyèm men,Haitian
second (number),dezyèm,Haitian
secondly,dezyèmman,Haitian
"hard, callous","  di (rèd, san pitye) ",Haitian
say,di,Haitian
fire,dife,Haitian
brawl,dikisyon,Haitian
Sunday,dimanch,Haitian
size,dimansyon,Haitian
lunch,dine (manje midi),Haitian
graduate,diplome,Haitian
north,direksyon nò (non nò),Haitian
rice,diri,Haitian
lead,dirije (kòmande),Haitian
head,dirije,Haitian
ten,dis,Haitian
fade,disparèt,Haitian
"do, be about to",dispoze,Haitian
proverb,diton,Haitian
rave,divage (tanpete),Haitian
wine,diven,Haitian
nineteen,diznèf,Haitian
eighteen,dizuit,Haitian
safe,dj senesòf,Haitian
fake,dj krizokal (djanni),Haitian
girl,djal,Haitian
gin,djin,Haitian
jeep,djip,Haitian
Gypsy,djipsi,Haitian
job,djòb (travay),Haitian
jogging,djògin,Haitian
snout,djòl (machwè),Haitian
liar,djòlè,Haitian
river,dlo (larivyè),Haitian
water,dlo,Haitian
back,do,Haitian
rock,dodinen,Haitian
pamper,dòlote,Haitian
"field (career), domain",domèn,Haitian
sleep,dòmi,Haitian
domination,dominasyon,Haitian
dominate,domine,Haitian
dominos,domino,Haitian
gift,don,Haitian
therefore,donk,Haitian
yield,"donnen, bay",Haitian
fertile,donnen (fètil),Haitian
tame,donte,Haitian
well-behaved,dosil,Haitian
log,dosye (v. note),Haitian
brief,dosye,Haitian
mellow,dou (jovyal),Haitian
 double,doub,Haitian
shower,douch,Haitian
labor pain,doulè akouman,Haitian
pain,doulè (lapenn),Haitian
sweet,dous (sikre),Haitian
mild,dous,Haitian
gently,dousman,Haitian
twelve,douz,Haitian
linen,dra (lenn),Haitian
sheet,dra,Haitian
flag,drapo,Haitian
erect,drese (monte),Haitian
raise,drese (kanpe),Haitian
strange,"dròl, etranj",Haitian
odd,dròl (enpe),Haitian
human rights,dwa moun,Haitian
fee,"dwa (ladwann), frè (depans)",Haitian
law,dwa,Haitian
 erect,dwat (vètikal),Haitian
straight,dwat,Haitian
must,"dwe, fò",Haitian
owe,dwe,Haitian
finger,dwèt,Haitian
to protect with magic,dwoge,Haitian
scream,dyann,Haitian
diarrhea,dyare,Haitian
diet,"dyèt, ,E",Haitian
eager,enterese,Haitian
eagle,"èg, malfini",Haitian
ear,zòrèy,Haitian
earn,"genyen, posede, fè lajan",Haitian
earnest,bònfwa,Haitian
earring,zanno,Haitian
earth,"latè, tè",Haitian
ease,lèz,Haitian
east,lès,Haitian
Easter,Pak,Haitian
Eastern Europe,Ewèp de Lès,Haitian
easy,fasil,Haitian
echo,eko,Haitian
economy,ekonomi,Haitian
edge,"kwen, bout",Haitian
edit,edite,Haitian
editor,editè,Haitian
educate,edike,Haitian
education,edikasyon,Haitian
eel,zangi,Haitian
effort,"efò, jefò, fòs",Haitian
egg,ze,Haitian
eight,uit,Haitian
eighty,katreven,Haitian
either,"nenpòt, oswa",Haitian
ejaculate,v voye,Haitian
eject,"retire, pouse soti",Haitian
elaborate,adj konplike,Haitian
elbow,koud,Haitian
elder,granmoun,Haitian
election,eleksyon,Haitian
electoral,elektoral,Haitian
electro-chemistry,elektwochimi,Haitian
elementary,elemantè,Haitian
elephant,elefan,Haitian
eleven,onz,Haitian
eligible,elijib,Haitian
eliminate,elimine,Haitian
else,osinon,Haitian
embarrassment,jenn,Haitian
embellish,anbeli,Haitian
embers,tizan,Haitian
embolden,bay kouraj,Haitian
embroider,brode,Haitian
emit,"emèt, fè sikile",Haitian
emotion,emosyon,Haitian
empower,otorize,Haitian
empty,adj vid,Haitian
enclose,"fèmen, bouche",Haitian
end,"fen, bout",Haitian
enemy,lenmi,Haitian
energy,enèji,Haitian
engine,"motè, machin",Haitian
enigma,"enigm, magouy",Haitian
enjoy,"jiwi, rejwi, benefisye",Haitian
enjoy oneself,banboche,Haitian
enormous,"enòm, menmen, papa",Haitian
enrage,"enève, agase",Haitian
entangle,"melanje, mele",Haitian
entice,v enstige,Haitian
entrails,zantray,Haitian
equal,adj egal,Haitian
equip,ekipe,Haitian
equipment,ekipman,Haitian
errand,lomisyon,Haitian
error,"erè, fòt",Haitian
erupt,"eklate, pete",Haitian
eruption,eklatman,Haitian
escort,n konpayon,Haitian
especial,espesyal,Haitian
especially,espesaylman,Haitian
espionage,espyonaj,Haitian
establish,etabli,Haitian
esteem,"estim,    estimate n evalyasyon",Haitian
estimate,"v estime, valye",Haitian
etc.,eksetera,Haitian
eternal,etènel,Haitian
evade,"evade, sove",Haitian
evaluation,evalyasyon,Haitian
evangel,levanjil,Haitian
evangelize,preche,Haitian
even,"adj egal, jis",Haitian
even worse,pi grav,Haitian
event,evenman,Haitian
ever,"janm, janmen",Haitian
everybody,tout moun,Haitian
everywhere,patou,Haitian
evident,"adj evidan, aklè",Haitian
evil,move,Haitian
evolution,evolisyon,Haitian
exact,egzak,Haitian
exaggerate,egzajere,Haitian
examine,"kontrole, egzamine",Haitian
example,egzanp,Haitian
except,"eksepte, sòf",Haitian
exception,eksepsyon,Haitian
exceptional,eksepsyonèl,Haitian
excite,eksite,Haitian
exclude,"eskli, retire",Haitian
execute,"egzekite, akonpli",Haitian
exemplary,egzanplè,Haitian
exempt,egzan,Haitian
exercise,n egzèsis,Haitian
exert,"fè egzèsis, fose",Haitian
exhale,"rann souf, egzale",Haitian
exhaust,n mòflè,Haitian
exist,egziste,Haitian
expande,"elaji, etann",Haitian
experience,n eksperyans,Haitian
expert,ekspè,Haitian
explain,eksplike,Haitian
explanation,eksplikasyon,Haitian
explicit,"ekslisit, klè",Haitian
explode,"eksploze, eklate, pete",Haitian
explosion,"eksplozyon, eklatman",Haitian
export,n ekspòtasyon,Haitian
expose,ekspoze,Haitian
exposition,ekspozisyon,Haitian
express,eksprime,Haitian
extend,"etann, ouvri",Haitian
extent,limit,Haitian
extention,estansyon,Haitian
extract,"n ekstrè, esans",Haitian
extraordinary,ekstraòdinè,Haitian
extreme,akstrèm,Haitian
extricate,rache,Haitian
eye,"je, zye",Haitian
eyebrow,sousi,Haitian
eyeglasses,linèt,Haitian
fable,"istwa, fab",Haitian
face,n figi,Haitian
fact,verite,Haitian
fad,kapris,Haitian
fail,rate,Haitian
faint,adj pal,Haitian
fair,"adj jis, ekitab",Haitian
faith,afwa,Haitian
fall,v. tonbe,Haitian
FALSE,"fo, pa vre, manti",Haitian
family,fanmi,Haitian
famine,"famin, grangou",Haitian
famous,"enpòtan, gran",Haitian
fan,n vantilatè,Haitian
fancy,adj anpenpan,Haitian
fantastic,kokenn,Haitian
farm,"plantasyon, jaden",Haitian
farmer,kiltivatè,Haitian
fart,v pete,Haitian
farther,pilwen,Haitian
fascinate,"fasine, entrige",Haitian
fashion,lamòd,Haitian
fast,"vit, rapid",Haitian
fasten,"tache, mare",Haitian
fat,"gra, epè",Haitian
father,"papa, pè",Haitian
fatigue,fatig,Haitian
favor,n favè,Haitian
fear,n lapè,Haitian
feast,"n bambòch, babako",Haitian
to feast,banbouche,Haitian
feather,plim,Haitian
feature,"karakteristik, mak",Haitian
February,fevriye,Haitian
feeble,fèb,Haitian
feed,"v nouri, bay manje",Haitian
feel,santi,Haitian
feign,"fente, pran pòz",Haitian
fellow,nèg,Haitian
felon,kriminel,Haitian
female,adj femèl,Haitian
fence,"baryè, lantouray",Haitian
fern,foujè,Haitian
ferocious,feròs,Haitian
fever,lafyèv,Haitian
few,kèk,Haitian
fib,n manti,Haitian
fiction,fiksyon,Haitian
fiddle,v jwe ak,Haitian
field,"teren, jaden",Haitian
fierce,"feròs, terib",Haitian
fifteen,kenz,Haitian
fifty,senkant,Haitian
fight,n,Haitian
fill,plen,Haitian
final,final,Haitian
find,jwenn,Haitian
find out,rann kont,Haitian
finish,fini,Haitian
firm,adj solid,Haitian
first,adj premye,Haitian
fish,n pwason,Haitian
fist,n pwen,Haitian
five,adj senk,Haitian
fix,ranje,Haitian
fixed,fiks,Haitian
flame,flanm,Haitian
flash,v klere,Haitian
flat,plat,Haitian
flavor,gou,Haitian
flay,koche,Haitian
flea,"pis, pinèz",Haitian
flight,vòl (avyon),Haitian
flinch,"v flechi, tresayi",Haitian
fling,v voye jete,Haitian
flint,silèks,Haitian
flip,baskile,Haitian
flirt,file,Haitian
flock,"troup, bann",Haitian
floor,etaj,Haitian
flour,farin,Haitian
flow,koule,Haitian
flower,n flè,Haitian
flu,grip,Haitian
fluent,kouran,Haitian
fluid,likid,Haitian
fly,n mouch,Haitian
fold,n pli,Haitian
follow,suiv,Haitian
fond,fanatik,Haitian
fool,n enbesil,Haitian
foot,pye,Haitian
for,"prp pou, paske",Haitian
for example,pa ekzanp,Haitian
forbid,"defann, pini",Haitian
force,n fòs,Haitian
forecast,v projte,Haitian
foreign,etranj,Haitian
foreigner,etranje,Haitian
foreman,"bòs, fòmann",Haitian
forest,"forè, rakbwa",Haitian
forever,ajamè,Haitian
forget,bliye,Haitian
fork,n fouchèt,Haitian
form,n fòm,Haitian
formality,protokòl,Haitian
forsake,"lage, abandone",Haitian
fortune,"richès, fòtin",Haitian
forty,karant,Haitian
foundation,fondman legal,Haitian
four,kat,Haitian
fowl,volay,Haitian
fracture,n frakti,Haitian
fragile,frajil,Haitian
France,Frans,Haitian
fraud,fròd,Haitian
frazzle,"kraze, erente",Haitian
freak,sanzatann,Haitian
freedom,libète,Haitian
freeze,"glase, konjile",Haitian
French,franse,Haitian
French Institue,Enstiti Franse,Haitian
frequent,souvan,Haitian
fresh,fre,Haitian
Friday,vandredi,Haitian
friend,zanmi,Haitian
fright,"freyè, laperèz",Haitian
frog,krapo,Haitian
frost,glas,Haitian
frown,"v gwonde, mare min",Haitian
fruit,fwi,Haitian
frustration,fristrasyon,Haitian
fry,fri,Haitian
fuel,gaz,Haitian
fulfill,"ranpli, akonpli",Haitian
fume,vapè,Haitian
function,"v. mache, fonksyone",Haitian
fundamental,fondamental,Haitian
funeral,"lantèman, fineray",Haitian
funny,komik,Haitian
furious,firye,Haitian
furniture,mèb,Haitian
fuss,"gaòt, meli melo",Haitian
"pleasantry, joke",fab,Haitian
"plastc sandal, plastic shoe",fabnak,Haitian
make,fabrike,Haitian
keen,"fen, file, pike",Haitian
sequel,fen (sauit),Haitian
fine adj,fen,Haitian
window,fenèt,Haitian
fade adj,fennen,Haitian
"cunning, clever",fentè (pran pòz),Haitian
"to trick, to dupe",fente,Haitian
obscure,fènwa,Haitian
feudal,feodal,Haitian
wink,fèsiyo,Haitian
party,fèt,Haitian
"leaf, page",fèy,Haitian
gall,ffyèl (bil),Haitian
woman,"fi, madanm, (pl. medanm)",Haitian
picture,figire (imajine),Haitian
stare,fikse (gade fiks),Haitian
gaze,fikse (kontanple),Haitian
wire (cable),fil elektrik (kab),Haitian
thread,fil,Haitian
mince,filange,Haitian
web,filareye,Haitian
sharp,"    file (pwenti, bwòdè, koupe) ",Haitian
philosopher,filozòf,Haitian
philosophy,filozofi,Haitian
philosophical,filozofik,Haitian
smoke,fimen,Haitian
financial,finansyè,Haitian
son,fis,Haitian
string,fisèl (kòd),Haitian
rifle,fizi,Haitian
physical,fizik,Haitian
human phisiology,fizyoloji moun,Haitian
bongfire,flanbo,Haitian
chuck (thrown out),flanke deyò,Haitian
loaf,flannen,Haitian
sunflower,"flè, solèy",Haitian
bloom,flè,Haitian
smart,fò (entelijan),Haitian
brilliant,fò,Haitian
have to,fo,Haitian
suburb,fobou,Haitian
wrought,fòje,Haitian
machine,fòme,Haitian
profound,"fon, byen panse",Haitian
melt,fonn,Haitian
strength,"    fòs (kouraj, pwisans) ",Haitian
strain,fòse,Haitian
wealth,fòtin (byen),Haitian
photograph,"foto, pòtre",Haitian
xerox,fotokopye,Haitian
bake,founen,Haitian
batch,founen (pake),Haitian
supply,founi,Haitian
hide,foure,Haitian
provide,fourni,Haitian
brittle,frajil (poud),Haitian
hit,frape,Haitian
phrase,fraz,Haitian
brother,frè,Haitian
breaks (of car),fren,Haitian
constrain,frennen (kontrenn),Haitian
refrigerator,frijidè,Haitian
hoot owl,frize,Haitian
border,"    frontyè (bòdi, lizyè) ",Haitian
rub,frote (masaje),Haitian
scrub,frote,Haitian
leak,fuit,Haitian
liver,fwa,Haitian
lungs (of animal),fwa mou,Haitian
"abrade, to rub",fwote (kòche),Haitian
bile,fyèl,Haitian
proud,fyè,Haitian
pride,"fyète, ,    ,    G",Haitian
gain,"benefis, gen,  akeri",Haitian
gallon,galon,Haitian
gamble,jwè,Haitian
game,jwèt,Haitian
gang,klik,Haitian
gap,fant,Haitian
garage,garaj,Haitian
garden,"jaden flè, patè",Haitian
gardner,jadinye,Haitian
garlic,lay,Haitian
garment,"abiyman, rad",Haitian
gas station,ponp gaz,Haitian
gather,ranmase,Haitian
gathering,konbit,Haitian
gauge,"geji,  tcheke",Haitian
general,jeneral,Haitian
generate,"jenere, pwodui",Haitian
generous,jenere,Haitian
genetics,jenetik,Haitian
genisis,jenèz,Haitian
gentle,"janti, soupl",Haitian
geography,jeografi,Haitian
geometry,jeometri,Haitian
get,pran,Haitian
get back,rantre,Haitian
get a breath of fresh air,pran van,Haitian
get down,mete,Haitian
get up,leve,Haitian
ghost,"fantom, zonbi",Haitian
giant,jeyan,Haitian
giggle,griyen,Haitian
give up,"lage, abondone",Haitian
glad,kontan,Haitian
glance,gade,Haitian
glare,ekla,Haitian
glass,"vit, vè",Haitian
gleam,miwate,Haitian
glide,glise,Haitian
globe,glòb,Haitian
gloom,tenèb,Haitian
glory,laglwa,Haitian
glue,lakòl,Haitian
glutton,gouman,Haitian
gnat,papiyon lanp,Haitian
go out,sòti,Haitian
goat,kabrit,Haitian
gold,lò,Haitian
good,bon,Haitian
goose,zwa,Haitian
gossip,"tripotay, zin",Haitian
gourde,goud,Haitian
govern,gouvène,Haitian
government,gouvènman,Haitian
governmental,gouvènmantal,Haitian
gown,ròb,Haitian
grace,lagras,Haitian
grade,"grad  evalye, nivle",Haitian
grain,grenn,Haitian
grandchild,ptit-pitit,Haitian
grandmother,gran-papa,Haitian
grape,rezen,Haitian
grass,zèb,Haitian
grate,graje,Haitian
gratitude,rekonesans,Haitian
grave,grav  tonm,Haitian
gravy,sòs,Haitian
gray,gri,Haitian
grease,"grès, (ve) grese",Haitian
great,"gran, gwo",Haitian
greedy,"vòlè, visye, voras, gouman",Haitian
be greedy,gen groje,Haitian
green,"vèt, vè",Haitian
greet,salye,Haitian
grilled,grie,Haitian
grime,salte,Haitian
grin,ri jòn,Haitian
grind,moulen,Haitian
grip,priz,Haitian
grocery,pwovizyon,Haitian
ground,"teren, tè",Haitian
group,"gwoup,  gwoupe",Haitian
grow,grandi,Haitian
guard,"gad, jandam,  gade, siveye",Haitian
guest,envite,Haitian
guilty,koupab,Haitian
gulp,"gòje,  vale",Haitian
gun,"revolvè, kanno",Haitian
gust,rafal,Haitian
hail (ice),lagrèl,Haitian
hack,"chire, rache",Haitian
haggle,machande,Haitian
hairband,bando,Haitian
hairbrush,bwòs tèt,Haitian
haircut,fè tèt,Haitian
